SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
26.506405886809045,4.147673822190966,46.99860423406359,26.680999313375384,20.19656275880599,41.17458620524195,6.090585777112718,Fast,98.78188284457745,LiFePO4,181,Model A,1
37.381801866358394,3.6264027415891333,41.26089936329584,34.65398101180561,32.721722176270326,24.149732550990635,5.614266856490753,Fast,98.87714662870185,LiFePO4,591,Model B,0
57.228078846901404,3.897561661386841,90.98500111185452,28.09054771147739,32.91379888533233,52.20675351957297,8.61649412121669,Slow,98.27670117575666,LiFePO4,455,Model B,1
48.87505167779042,4.140841808311629,11.964105709794055,21.367064006199172,20.94574408562653,75.97446613336749,9.843311295313438,Normal,98.03133774093732,LiFePO4,372,Model A,1
36.21062261782377,3.5237621850100593,69.74107175580302,35.675196849682145,19.599875079264812,105.79349139973289,12.41041525668637,Slow,97.51791694866273,LiFePO4,679,Model A,2
65.06676052501416,3.988194187072788,96.70549907921954,25.71516649185412,23.226079441324625,86.69274474586807,11.763491746332418,Fast,97.64730165073351,LiFePO4,143,Model A,2
22.554447458683764,3.7081443051607854,60.41513651156578,28.65533759198525,19.810631703602972,63.53963233997514,7.855458614198047,Slow,98.42890827716039,Li-ion,672,Model A,1
36.29301836816963,4.147077336763571,94.31402158297827,33.708877664438035,28.447676865834072,115.31201143941378,13.1094290882482,Fast,97.37811418235036,Li-ion,222,Model C,2
42.97256589643225,4.179740771615758,14.703209135742139,26.64912314297424,31.52129369096571,91.92452005758318,11.141461123435588,Normal,97.77170777531288,Li-ion,448,Model B,2
51.046298579533236,4.160986542379404,47.69139871667453,21.13171312293431,28.46184261822434,113.016520286255,13.026943942311295,Fast,97.39461121153774,Li-ion,807,Model A,2
80.66583652537122,3.8319499516602247,33.414201186584606,27.47842094025627,31.48700894498699,72.75879732721657,11.470445983882756,Normal,97.70591080322345,Li-ion,429,Model B,1
27.970640394252378,4.10342985569252,75.77388684826568,38.88897165388607,22.939843244149483,45.890427479313956,7.167182892349752,Normal,98.56656342153005,Li-ion,508,Model A,1
56.28109945722505,4.091184578974549,98.31673814475221,32.83468794597116,18.126339414177217,25.2826686364722,6.562678423199161,Fast,98.68746431536017,Li-ion,422,Model B,0
63.31731119758382,3.723370331270279,33.0877056199823,33.42958297334414,29.759018947951844,92.60848514838504,12.55471847091182,Fast,97.48905630581764,Li-ion,210,Model B,2
14.180537144799796,4.080240831905474,68.8757141326667,32.6456430727528,22.209490102831076,32.130299800553416,5.018833994257081,Normal,98.99623320114858,Li-ion,869,Model A,0
64.67903667112945,3.525905344300845,27.82878694837661,23.979842779188736,28.42541650458265,50.277512827196716,8.622736708115635,Slow,98.27545265837688,LiFePO4,188,Model A,1
25.347171131856236,3.9173889149374372,60.879722911444894,28.3666772820456,20.41287883963531,73.24709078838974,8.789616653060904,Fast,98.24207666938781,LiFePO4,532,Model B,1
15.854643368675156,3.661006186101392,51.75392380195026,35.018795967266364,16.624592696133455,76.44165877797477,8.913810198294973,Normal,98.21723796034101,Li-ion,809,Model B,1
95.39969835279999,3.584396820044095,97.48047966683833,22.027457951063184,34.85163590975527,80.0583196987136,12.542884456752626,Normal,97.49142310864947,LiFePO4,893,Model B,2
96.90688297671034,3.5538672411404466,64.76745454268199,25.557055521794247,18.124030158611987,36.62553303497006,9.1753246778394,Slow,98.16493506443211,LiFePO4,811,Model C,0
82.7557613304815,3.9874021431146978,41.455573487813695,25.526382169317074,34.76841987926962,57.97374048216488,10.245252215170336,Fast,97.95094955696594,Li-ion,198,Model A,1
37.41523922560336,3.737912474637646,20.268620639914005,28.64037855189012,34.545598651328945,81.71942271169667,10.112732781516064,Normal,97.97745344369679,Li-ion,638,Model C,2
18.79049026057455,4.007336740070134,23.612214586144113,39.6073748188437,30.876362078160792,116.98188646337847,12.668383792585786,Slow,97.46632324148284,Li-ion,700,Model C,2
71.58097238609412,3.54574943855926,30.27852369561116,21.35005093367644,28.18845924163995,92.76311376996887,12.376810646819267,Normal,97.52463787063614,LiFePO4,245,Model A,2
49.61372443656412,3.720703236481427,32.58699952062682,30.3740198876119,26.556141005021694,112.26037570939579,13.354418525325118,Fast,97.32911629493498,LiFePO4,793,Model A,2
20.983441136030095,3.8776439046627362,86.5554452057024,23.58729364024421,32.322030907556695,96.2212058314177,10.246970558098525,Slow,97.9506058883803,Li-ion,356,Model C,2
54.56592191001432,4.053506215387275,60.510050945427245,39.413530908194886,20.78879043238976,79.17169688924005,11.29661404834713,Normal,97.74067719033057,LiFePO4,288,Model A,1
13.094966900369656,3.723126752052449,57.10518202369298,22.266070094549285,24.35362424969754,39.202336913634454,5.034913259215485,Slow,98.9930173481569,LiFePO4,339,Model B,0
91.83883618709038,3.9381239635059067,20.32919846822957,28.072020047231824,27.387799387330038,86.66856518925131,13.21792324415372,Fast,97.35641535116926,LiFePO4,970,Model B,2
33.290198344001524,4.120184423765331,87.41257240144915,34.75769969669212,23.22380951738982,82.3379565959907,10.263891285033907,Slow,97.94722174299322,Li-ion,998,Model C,2
69.62700559185838,3.9311042317276135,75.05328728876353,34.091088560548904,23.54972908180536,80.24691704572665,11.87314779476425,Fast,97.62537044104715,LiFePO4,602,Model C,2
38.053996848046985,3.6630716323275436,16.090152571000143,28.454572737878646,21.60569335004169,68.97858679882407,9.073644045864954,Normal,98.18527119082701,LiFePO4,807,Model A,1
56.80612190600297,3.5170805470895767,73.70515875067917,26.930483359054364,26.28463633369072,72.86566039892756,10.258968629830164,Fast,97.94820627403396,LiFePO4,908,Model A,1
59.203925140895166,4.109069211730651,58.918439560838145,27.952247571057413,32.01149056030232,53.44425271181041,8.811496361581831,Normal,98.23770072768363,LiFePO4,776,Model C,1
26.636900997297435,3.514888587595271,17.355281117210044,25.285525263172786,19.030567560126258,71.93126926423031,8.590393751709371,Normal,98.28192124965813,LiFePO4,918,Model C,1
97.26261649881027,4.112291170878939,51.247057737579084,24.106658774135994,33.688660775068826,39.755590567847825,9.381429644301297,Fast,98.12371407113974,LiFePO4,370,Model B,0
79.76195410250031,3.8702559938190486,53.622665841704226,29.6607939511778,28.78175307496459,100.51743973603767,13.84759071402038,Normal,97.23048185719593,LiFePO4,619,Model B,2
94.55490474077702,4.157347388959027,24.91970861469482,25.370675121352146,31.465464253600604,38.57769546987078,9.211086948929026,Slow,98.1577826102142,Li-ion,649,Model A,0
90.5344615384884,4.059148265041566,95.11283323002542,25.749233297945004,26.123813852600232,28.49662898894664,8.188903824233892,Normal,98.36221923515322,Li-ion,213,Model B,0
63.810998092997664,4.198553877373336,86.49778343325957,33.13512126949114,30.59033402848127,63.62460263571574,10.149356187767419,Fast,97.97012876244652,LiFePO4,438,Model A,1
92.96868115208052,3.745498270816197,70.21201035961974,39.37074663399784,15.324007946789344,85.83074395060619,13.769533385187765,Slow,97.24609332296245,Li-ion,667,Model A,2
17.964325184672756,4.037031802251789,51.606600490054646,32.0727440111875,31.367608495590705,63.771682493354135,7.81616033423919,Slow,98.43676793315217,LiFePO4,458,Model A,1
27.638457617723066,3.7813516395264695,47.05889874260576,21.539589341299326,15.80277718170733,47.67541319513086,6.4318534475453575,Normal,98.71362931049093,LiFePO4,749,Model B,1
14.070456001948425,3.835912934212736,68.58761204358588,21.511672277081338,32.79826752725725,75.81711838904408,8.097199613038496,Normal,98.3805600773923,LiFePO4,713,Model C,1
39.27972976869379,3.939253824252859,59.088868246621495,39.02846441691132,34.83925494477286,54.700233541219994,8.47376250438192,Fast,98.30524749912361,Li-ion,433,Model C,1
44.98095607205338,4.111573979930437,15.604579529369705,25.945815806146673,20.881349243535556,113.28676901266331,12.986902678298613,Slow,97.40261946434028,LiFePO4,788,Model B,2
34.42141285965063,4.188858428439507,56.12523838932985,21.841339721649508,19.206371125715872,112.2645139603572,12.168513792428108,Fast,97.56629724151438,LiFePO4,268,Model C,2
84.58637582367363,4.037791389705163,82.57632555095556,31.980891743007632,30.307267277160815,70.23718199720955,11.681461878101528,Normal,97.6637076243797,Li-ion,438,Model A,1
42.10779940242303,3.792436747517134,51.33158898372623,32.47297556580532,20.060526818405066,52.78839940182585,8.128072031896904,Slow,98.37438559362062,Li-ion,897,Model C,1
35.28410587186427,3.794949901593949,14.676091979884157,32.97009640237376,32.31124766344407,93.71324139566391,11.222146896683894,Fast,97.75557062066322,LiFePO4,360,Model B,2
58.84264748424236,4.016307611112224,80.76503794456298,25.348040557150824,17.056851843149534,23.671294348306663,6.182142264428548,Fast,98.7635715471143,Li-ion,986,Model C,0
22.683180247728636,3.6671440020378117,28.122740392237695,20.3022136842895,17.519103927587164,67.47690060436513,7.772344746964667,Fast,98.44553105060707,Li-ion,834,Model A,1
82.19772826786357,3.577331879191976,33.275875139923485,39.30030738908944,34.58303110201231,53.63233942703335,10.544263401767097,Fast,97.89114731964658,LiFePO4,298,Model A,1
16.709557931179376,3.7482355103485436,24.823571808906628,25.017860913822048,28.476777965400093,112.05358851025547,11.42416998477136,Fast,97.71516600304572,LiFePO4,310,Model B,2
98.81982429404655,3.7010672941578573,39.71935583843478,33.52052576105095,31.937744488579057,21.200302727268255,8.383709396693897,Slow,98.32325812066122,LiFePO4,386,Model B,0
79.50202923669917,3.707415684319193,78.10763551197715,34.13259739757419,21.48658754703036,75.2814875718349,11.955188629366578,Fast,97.60896227412668,Li-ion,791,Model B,1
27.884411338075516,3.663525425734937,56.744727355354364,32.20014834158971,28.52967499041209,94.0663581066626,10.84309115953848,Slow,97.8313817680923,Li-ion,861,Model A,2
10.496990541124216,3.529465232745453,28.43931467356413,26.258147884272965,26.884836546171943,68.50179875240413,7.546240150636869,Fast,98.49075196987263,Li-ion,842,Model C,1
83.39152856093507,3.5125117543133895,89.00470703368367,25.421925075281315,27.06300240245894,28.540303016272166,7.819031266500167,Normal,98.43619374669997,LiFePO4,571,Model C,0
73.61716094628554,4.191405672815222,89.16236694563763,31.95336565405406,28.650649190754432,117.24613900279022,15.04903791358283,Normal,96.99019241728344,Li-ion,581,Model B,2
75.61064512368885,3.799441193615104,88.35205825414062,37.32191267223383,26.50718346258197,71.8010431376098,11.630048151263619,Fast,97.67399036974727,Li-ion,122,Model C,1
79.41433120173512,3.769028653011777,31.491659024338535,38.93467457846791,23.58124738605332,81.41862443190114,12.702335658335246,Normal,97.45953286833296,LiFePO4,659,Model C,2
16.664018656068134,3.975753097885149,50.61154097628893,22.11811608807515,20.51845388761094,43.66097827075073,5.577521593103059,Slow,98.88449568137939,LiFePO4,208,Model B,1
42.261915568984534,3.652777721505545,98.64906905267875,23.0965722519544,30.371626618264038,68.34980851068039,8.963741766936979,Fast,98.2072516466126,LiFePO4,395,Model B,1
20.428215357261674,4.164972828765158,79.48112286789913,38.89472517566159,19.525448600063726,62.914949195832186,8.20905945963218,Slow,98.35818810807356,Li-ion,105,Model A,1
87.67930832880342,4.050441510090886,12.445067910300384,34.73070456669585,28.847086123088282,27.489584200198372,8.411299328124827,Fast,98.31774013437503,LiFePO4,649,Model A,0
66.09683141448022,3.5625877016185816,15.868413213444285,37.65987649659546,19.666656452986533,30.61603535474672,7.739171675116011,Normal,98.4521656649768,Li-ion,780,Model A,0
39.78082223673843,3.79230654304945,51.75382391310995,24.052652682706864,27.50660339908908,103.74725196187745,11.83727807612872,Slow,97.63254438477425,Li-ion,967,Model A,2
15.720251525742128,4.115382815293516,91.82981852754041,31.751717422188037,29.941565342580578,43.98199522065902,6.038764715784761,Normal,98.79224705684305,LiFePO4,894,Model C,1
37.9884089544096,4.161312415603987,58.48316181574428,34.022791888349474,19.374277778130782,39.495827149863054,6.891878971293208,Normal,98.62162420574136,LiFePO4,302,Model C,0
39.266498982407235,3.827181057874909,54.80312572308612,33.602237708939455,16.198866017226166,70.49114512501393,9.517698928318497,Fast,98.0964602143363,LiFePO4,424,Model A,1
75.66455605042577,3.9293879724474956,19.492632996096752,28.16303381733396,17.619474859883482,96.87471313625129,13.264272254742263,Slow,97.34714554905155,LiFePO4,924,Model A,2
67.38017242196918,3.616923762264453,69.11020942518647,20.307897833826168,27.11993934542051,26.19465185789879,6.567291167614667,Normal,98.68654176647706,LiFePO4,884,Model B,0
89.84914683186939,4.193818038295884,83.9892844540203,31.658521136085263,31.98892812451471,77.68079196382558,12.548782728716532,Fast,97.4902434542567,Li-ion,343,Model C,1
52.49934326457544,3.6621701909684106,44.23780067568061,25.062030783592174,15.899936424708487,31.921044284057338,6.538155726079825,Fast,98.69236885478404,Li-ion,426,Model C,0
20.763482134447152,4.159912241894588,79.80506658327947,29.005084922857804,29.683025180832924,23.646105082561846,4.458937109745401,Fast,99.10821257805092,Li-ion,146,Model A,0
74.19203085006956,3.954752654294658,96.80289885107304,39.151620301676346,21.82637291900104,25.27439521622174,7.773382158939107,Normal,98.44532356821217,LiFePO4,860,Model C,0
78.47065437552077,3.9254157564152017,28.338981321492017,27.980706352848692,24.570567398390452,103.41641082084413,13.94060227148882,Fast,97.21187954570223,Li-ion,690,Model B,2
60.51494778125466,3.858881957711556,57.09966680752672,36.796032133288534,33.57719099691131,31.797248362806158,7.515319692627672,Slow,98.49693606147447,LiFePO4,721,Model B,0
79.38704619591049,3.661468868202431,35.8424162276118,23.770812114985024,21.639430094716907,24.515136441229195,7.200820952313874,Slow,98.55983580953722,LiFePO4,112,Model C,0
54.44160367279517,3.623569622403856,81.35689771304554,33.449209960500575,24.30673867878972,63.789988714291226,9.710373074522389,Normal,98.05792538509552,Li-ion,479,Model A,1
57.045954644379464,3.6543403463491226,61.98340292930418,39.54013908877887,15.273648295213622,104.39934719420248,13.529250286174793,Slow,97.29414994276505,Li-ion,464,Model C,2
48.47869165226947,3.6305067835009783,67.11241757952735,22.037862017458735,16.631974400096766,46.240837648930196,7.37923082089726,Fast,98.52415383582054,LiFePO4,701,Model B,1
12.287721406968567,4.045709131496728,81.81227436543047,20.166398844543842,20.17183182269568,62.17126175259164,6.8036444919582575,Normal,98.63927110160834,Li-ion,441,Model A,1
19.7102284293974,3.7450876814167113,45.63734253962094,28.671655852652286,15.557044816421488,23.992253256375122,4.418448652133745,Fast,99.11631026957325,LiFePO4,959,Model C,0
12.828626711806082,3.5404898735943773,92.3581061566339,21.852509661027344,27.62750652096502,64.90785141348758,7.1430444364323025,Normal,98.57139111271354,Li-ion,891,Model A,1
67.27693701374024,4.178371841098568,57.9725980521526,34.96768699352462,23.52796713603245,77.76130806371336,11.59234020567269,Normal,97.68153195886546,Li-ion,320,Model A,1
38.2920382968694,4.118650119474398,24.21593405518132,38.29097327697118,25.96290405456044,77.09070537521447,10.253376026626567,Fast,97.94932479467468,Li-ion,172,Model B,1
55.77136220482325,4.14942659823665,72.63092063519221,28.680419454175176,18.49294371792659,53.242669217436514,8.659478184402964,Slow,98.2681043631194,Li-ion,845,Model A,1
91.68098265334837,4.196435475852505,81.3935215394429,25.17423284310882,20.918640588732323,51.55331806631355,10.138870613682323,Slow,97.97222587726354,Li-ion,871,Model C,1
32.43630062339874,3.621726674453641,38.5085509360774,28.688066380132195,28.276489497054502,30.66236189365979,5.611415174648196,Normal,98.87771696507036,LiFePO4,724,Model A,0
46.93446307320668,3.7773694132318614,87.14613312988777,34.468956357000025,34.306054472608,56.67983206462684,8.793490310229238,Fast,98.24130193795415,Li-ion,145,Model A,1
77.99960246887439,4.030766932992864,91.55289292891898,20.18108323160742,16.008335472044184,29.949466887296467,7.404823192298796,Fast,98.51903536154025,Li-ion,603,Model C,0
30.59183489424602,3.987214432637655,34.921403864002805,31.789079789693943,32.80768641710532,96.65959447120517,11.174011940130763,Normal,97.76519761197385,Li-ion,373,Model B,2
16.92819188459137,3.6077271344378987,98.51693254436998,32.26583369774758,26.53762402622417,116.62742977481858,12.17865376035183,Slow,97.56426924792963,LiFePO4,654,Model B,2
36.077630762239124,4.071083187493432,22.664037524388256,32.75376493791871,26.278391335112474,117.00744566667069,13.192190257230449,Fast,97.36156194855391,LiFePO4,307,Model C,2
24.5099158528604,3.6571084002856624,28.181410156224096,24.840441599617545,25.005570704155208,106.50710993753938,11.343110367418847,Slow,97.73137792651623,LiFePO4,960,Model C,2
93.67278871083158,3.6566723303758364,26.580235531422353,34.281054467562534,16.38788171808367,80.07921493396191,13.0709600700832,Slow,97.38580798598336,LiFePO4,714,Model B,2
82.73083416079753,3.8758820960253897,90.45907390070833,21.827829726635528,16.797537034723213,90.086569724388,12.735147338070654,Normal,97.45297053238588,LiFePO4,223,Model A,2
67.00633808593811,3.915057954389192,68.88632970924657,23.985406729336017,27.018240113181722,48.52058026804141,8.592968929767158,Normal,98.28140621404657,Li-ion,109,Model C,1
88.43145311689459,3.906060345486468,23.68938549000456,37.54940093308964,21.819171428711165,83.07704201726207,13.222129537271051,Slow,97.3555740925458,Li-ion,428,Model A,2
82.33048692092031,3.5640407861784285,49.62910765315141,34.77446301453133,33.34536133155361,65.56495494398774,11.318993742104896,Fast,97.73620125157902,Li-ion,286,Model C,1
26.791305299743225,4.114222603841267,65.37682225628218,20.274911080226904,23.131810747189444,68.20173397769325,8.036788650472944,Fast,98.39264226990541,LiFePO4,642,Model B,1
90.330309864098,3.6859200298120944,17.511767649044497,24.967525207396005,17.86562917405282,95.7776560375158,13.74636309003435,Normal,97.25072738199313,LiFePO4,767,Model A,2
58.540801772408564,3.590660444897963,89.41747315666049,24.28812965986329,29.29437667004072,48.19183555972516,8.157432868257358,Slow,98.36851342634853,Li-ion,159,Model A,1
82.66961396476563,4.122123655908284,82.32431818973816,25.41612656073945,20.867068428820197,51.80396116945199,9.721283790396253,Fast,98.05574324192075,LiFePO4,860,Model C,1
90.64821699311439,4.168956048760828,55.46860962189744,24.95119540559773,25.509406147117865,112.46417911286366,15.151985546007579,Fast,96.96960289079848,LiFePO4,998,Model A,2
38.62031274746775,4.1034893320858155,97.04139537332534,21.250525914856915,28.9566557101034,25.622429485097225,5.128744390207669,Normal,98.97425112195846,LiFePO4,985,Model C,0
19.90467320749091,4.066661252307415,47.59848813475897,29.178810331936408,33.00528222404141,68.56342984133404,8.167793330415869,Slow,98.36644133391682,Li-ion,881,Model B,1
30.51416462877475,3.9586693864473155,98.56992871328481,34.654669495723304,30.84382389603352,111.28008004078617,12.531781709623752,Fast,97.49364365807526,Li-ion,541,Model A,2
48.43970097636307,3.8856001594263976,70.11279989232644,32.13463449434873,28.527221357454483,81.0363007818157,10.7817418386869,Normal,97.84365163226262,LiFePO4,316,Model C,2
83.62132893302439,3.560890731937987,67.12041459285473,33.4574333719616,28.59266364790287,74.64070742121321,12.073997067017068,Fast,97.58520058659659,LiFePO4,101,Model A,1
87.46575249307091,3.785917249149489,24.935940576620652,21.622983570724784,33.91849288064173,44.97441792293552,9.202304963434413,Fast,98.15953900731311,LiFePO4,635,Model C,1
10.625691747807164,3.76088196190862,89.37349824741796,39.02981420353574,20.91648194993072,54.327548906444825,7.010071039770882,Fast,98.59798579204582,LiFePO4,817,Model C,1
55.967257231980916,3.6818276486322286,48.474071912855365,36.76983667686049,15.022241883923748,105.20484158046929,13.403924827147845,Normal,97.31921503457043,Li-ion,931,Model C,2
47.56699028339011,4.00639407958201,24.60100652042314,36.101806369913255,20.439091187963975,75.92181317684582,10.51025759740232,Slow,97.89794848051953,LiFePO4,810,Model B,1
29.98970294236572,3.8471130145551395,11.134676797818313,36.45967610083535,19.357827592534882,71.47421937567799,9.278653900133218,Normal,98.14426921997335,Li-ion,455,Model A,1
20.787883060031454,3.5567323511353535,60.37801152745443,38.654210162655225,28.236691702279963,29.957971354002893,5.4686022739679085,Slow,98.90627954520642,Li-ion,725,Model B,0
40.385365426326516,3.654128241364868,57.46596599104087,30.885079322273953,27.67423199531058,21.60281564551231,5.363756874556049,Fast,98.9272486250888,Li-ion,891,Model C,0
94.86187335212672,3.9782811345617173,74.74182601322427,24.00564035735252,26.869227654094477,116.36851886870491,15.640752257866039,Slow,96.8718495484268,LiFePO4,766,Model C,2
39.088263881867974,3.55329160164321,90.1232247716022,32.33567215705082,15.324868864189074,57.698616728684165,8.37941486266962,Fast,98.32411702746607,Li-ion,264,Model B,1
56.691155956902946,4.095844839834138,17.146592617872656,34.85762987335878,29.57556108901295,80.32130620995042,11.270881475675623,Fast,97.74582370486488,Li-ion,833,Model B,2
73.27170630056601,3.8466025689097822,75.83468413063261,34.75834786708051,21.47060824970983,27.9715073187285,7.732461651609701,Normal,98.45350766967806,LiFePO4,190,Model A,0
42.726664214136456,3.8364106041286536,26.8670749687824,30.428980483337604,28.301119780132623,88.31142857230465,11.017067949232425,Fast,97.79658641015351,LiFePO4,266,Model C,2
97.46038744488646,3.9146854492616625,87.23593478414476,21.36917438667156,26.131568570043065,113.2566708705961,15.379533997460912,Normal,96.92409320050781,LiFePO4,306,Model B,2
96.62025654479001,4.077276676147605,83.71571624754905,27.422258768602557,21.854618508558143,77.56652529974197,12.666002873981459,Slow,97.4667994252037,Li-ion,381,Model C,1
32.66040662428277,3.7434664455315354,58.671437948698994,38.415332169267145,17.691525342082155,32.611532237541056,6.271414626139251,Slow,98.74571707477214,LiFePO4,164,Model C,0
54.75236553031469,3.9746113067913447,73.92185187609803,31.688978195148522,16.88837795320962,78.17215274734767,10.836413248552134,Fast,97.83271735028957,Li-ion,987,Model A,1
37.07904788350927,3.8960123747970536,38.29151018653735,30.766638865114267,31.63036666224447,96.63472131046524,11.445177779969947,Normal,97.71096444400601,Li-ion,615,Model A,2
35.63564449397208,3.686919789118595,52.405110903953315,25.37707028764387,33.367950841631156,60.64165365740187,8.104106877197621,Fast,98.37917862456048,LiFePO4,256,Model A,1
13.319825261907951,4.115040990448611,83.94732079394245,27.368978398331578,27.995760935285993,107.98377479414678,11.033088082524209,Normal,97.79338238349516,Li-ion,860,Model B,2
64.86079005819072,4.0581982151248495,51.33386774558925,37.90692178306338,17.06868229720967,84.86829533573645,12.21074353670741,Normal,97.55785129265851,Li-ion,868,Model C,2
55.24111209059753,3.960916284260898,42.20184387928976,33.329260950536714,23.040544337764814,109.92489182892025,13.588926304466733,Normal,97.28221473910665,Li-ion,846,Model B,2
14.633087612499041,4.09540721036597,54.47912025252699,35.74774053504666,29.578784002103145,82.35053112473372,9.38158566777176,Slow,98.12368286644565,Li-ion,405,Model B,2
35.07818178129503,4.107105940671862,84.54243271934965,29.086908461353104,30.596417680201363,33.128797200482424,5.968987612172608,Normal,98.80620247756548,LiFePO4,977,Model A,0
91.74392973699884,3.9958540837005243,40.16872426337855,32.60494438912316,17.364372445821772,50.969171110518914,10.464874632182674,Slow,97.90702507356346,Li-ion,494,Model C,1
31.560570160027517,4.08590932985457,25.63854338221694,24.96767217486415,15.000614376907649,40.17949482524569,6.174703352181724,Normal,98.76505932956366,LiFePO4,173,Model C,1
23.04053848821008,3.988230023168499,74.08126182977027,34.10921660566973,29.2427409176121,110.88264977168623,12.097708569001178,Slow,97.58045828619976,Li-ion,286,Model A,2
54.05074842498067,3.9760985402322104,84.33803914372736,28.552026674066745,22.13192351972411,96.04000672874827,12.133472649014728,Slow,97.57330547019706,Li-ion,673,Model C,2
98.70854086995406,3.933027964750629,19.057373067118,28.850910296294913,20.089626632365203,87.6398368910006,13.681292299229163,Slow,97.26374154015417,LiFePO4,436,Model A,2
31.784974436035036,4.026901647690349,31.588670148035025,32.986446491537635,15.257949395790508,50.09663196316217,7.4132903766421485,Fast,98.51734192467157,Li-ion,775,Model B,1
70.49219926652907,3.6110235737051517,22.77747907848945,38.72561242937853,25.805988135229995,38.40447720502135,8.661263685213825,Normal,98.26774726295723,Li-ion,667,Model B,0
78.54576537958458,4.11660953143925,41.31472704239499,21.28012693217242,32.02301470851964,95.64510879889119,12.96172034882878,Fast,97.40765593023424,Li-ion,722,Model A,2
31.38737895931597,4.110290469421662,50.53158810148714,36.49486474694015,34.152632925451755,67.41579458790797,9.01209506763847,Normal,98.1975809864723,Li-ion,829,Model B,1
75.53947137506736,3.5204730981241914,77.39437032669758,25.84766220824386,26.314899012265784,42.57895521506291,8.61760294708747,Normal,98.27647941058251,Li-ion,339,Model B,1
43.10048194473279,4.0780717253953345,68.60328263935068,28.878389090127556,25.289226554797885,81.66219781652751,10.40412670312031,Fast,97.91917465937594,Li-ion,632,Model A,2
66.90752475342215,3.590208907231412,65.8835710730588,20.43826657550018,16.70112770978482,24.033385213845197,6.370071667599883,Slow,98.72598566648003,LiFePO4,240,Model B,0
67.01767396848052,3.7345831979813995,41.71374519486889,26.02092155668626,25.977456030851997,52.61702541282535,9.036681893993785,Normal,98.19266362120125,LiFePO4,364,Model C,1
58.21972156672826,4.020455779404125,85.7302797776284,30.05262485260261,22.599581579307895,66.85569945911347,9.984925609225998,Slow,98.0030148781548,LiFePO4,238,Model B,1
18.12607930489675,3.6125319272338157,52.41584506583481,21.12352154694878,27.142705617671538,34.79583341094059,4.862132826837326,Fast,99.02757343463253,Li-ion,558,Model A,0
85.17722460303142,4.072576916883344,98.11944442136391,29.8219145876633,22.774526957530934,118.46544775908396,15.622077606125067,Slow,96.87558447877498,Li-ion,169,Model C,2
